No.,TAB ID (SOFA),Plant,Family,,tropicos species,tropicos family
11286,TAB_00361,Cannabis sativa,Burseraceae,11286,Cannabis sativa,Cannabaceae
11287,TAB_00371,Cassia absus,Cannabaceae,11287,Chamaecrista absus,Fabaceae
11288,TAB_00406,Chelidonium majus,Leguminosae,11288,Chelidonium majus,Papaveraceae
11289,TAB_00437,Citrus autantium,Papaveraceae,11289,Citrus aurantium,Rutaceae
11290,TAB_00475,Corydalis bracteata,Rutaceae,11290,Corydalis bracteata,Papaveraceae
11291,TAB_00518,Corydalis bracteata,Papaveraceae,11291,Corydalis bracteata,Papaveraceae
11292,TAB_00519,Corydalis claviculata,Papaveraceae,11292,Corydalis sp.,Papaveraceae
11293,TAB_00520,Corydalis glauca,Papaveraceae,11293,Corydalis sempervirens,Papaveraceae
11294,TAB_00521,Corydalis lutea,Papaveraceae,11294,Corydalis spp,Papaveraceae
11295,TAB_00522,Corydalis nobilis,Papaveraceae,11295,Corydalis nobilis,Papaveraceae
11296,TAB_00523,Corydalis pumila,Papaveraceae,11296,Corydalis sp.,Papaveraceae
11297,TAB_00524,Corydalis solida,Papaveraceae,11297,Corydalis solida,Papaveraceae
11298,TAB_00525,Cuphea aequipetala,Papaveraceae,11298,Cuphea aequipetala,Lythraceae
11299,TAB_00594,Cuphea angustifolia,Lythraceae,11299,Cuphea angustifolia,Lythraceae
11300,TAB_00595,Cuphea appendiculata,Lythraceae,11300,Cuphea appendiculata,Lythraceae
11301,TAB_00597,Cuphea avigera,Lythraceae,11301,Cuphea avigera,Lythraceae
11302,TAB_00598 (Mexiko),Cuphea bustamanta,Lythraceae,11302,Cuphea bustamanta,Lythraceae
11303,TAB_00599,Cuphea caeciliae,Lythraceae,11303,Cuphea subuligera,Lythraceae
11304,TAB_00600,Cuphea caesariata,Lythraceae,11304,Cuphea caesariata,Lythraceae
11305,TAB_00601,Cuphea calcarata,Lythraceae,11305,Cuphea calcarata,Lythraceae
11306,TAB_00603,Cuphea calophylla,Lythraceae,11306,Cuphea calophylla,Lythraceae
11307,TAB_00608,Cuphea crassiflora,Lythraceae,11307,Cuphea crassiflora,Lythraceae
11308,TAB_00610,Cuphea cyanea,Lythraceae,11308,Cuphea cyanea,Lythraceae
11309,TAB_00612,Cuphea decandra,Lythraceae,11309,Cuphea decandra,Lythraceae
11310,TAB_00613,Cuphea elliptica,Lythraceae,11310,Cuphea elliptica,Lythraceae
11311,TAB_00616,Cuphea glutinosa,Lythraceae,11311,Cuphea glutinosa,Lythraceae
11312,TAB_00626,Cuphea heterophylla,Lythraceae,11312,Cuphea heterophylla,Lythraceae
11313,TAB_00627,Cuphea humifusa,Lythraceae,11313,Cuphea humifusa,Lythraceae
11314,TAB_00628,Cuphea hyssopifolia,Lythraceae,11314,Cuphea hyssopifolia,Lythraceae
11315,TAB_00629,Cuphea ingrata,Lythraceae,11315,Cuphea ingrata,Lythraceae
11316,TAB_00634,Cuphea labophora,Lythraceae,11316,Cuphea lobophora,Lythraceae
11317,TAB_00651,Cuphea lophostoma,Lythraceae,11317,Cuphea lophostoma,Lythraceae
11318,TAB_00652,Cuphea lutescens,Lythraceae,11318,Cuphea lutescens,Lythraceae
11319,TAB_00659,Cuphea melvilla,Lythraceae,11319,Cuphea melvilla,Lythraceae
11320,TAB_00663,Cuphea micrantha,Lythraceae,11320,Cuphea micrantha,Lythraceae
11321,TAB_00665,Cuphea micropetala,Lythraceae,11321,Cuphea micropetala,Lythraceae
11322,TAB_00667,Cuphea mimuloides,Lythraceae,11322,Cuphea mimuloides,Lythraceae
11323,TAB_00670,Cuphea nitidula,Lythraceae,11323,Cuphea nitidula,Lythraceae
11324,TAB_00671,Cuphea pinetorum,Lythraceae,11324,Cuphea pinetorum,Lythraceae
11325,TAB_00672,Cuphea procumbens,Lythraceae,11325,Cuphea procumbens,Lythraceae
11326,TAB_00678,Cuphea pseudovaccinium,Lythraceae,11326,Cuphea pseudovaccinium,Lythraceae
11327,TAB_00681,Cuphea retroscabra,Lythraceae,11327,Cuphea retroscabra,Lythraceae
11328,TAB_00686,Cuphea salicifolia,Lythraceae,11328,Cuphea salicifolia,Lythraceae
11329,TAB_00687,Cuphea setosa,Lythraceae,11329,Cuphea setosa,Lythraceae
11330,TAB_00691,Cuphea thymoides,Lythraceae,11330,Cuphea thymoides,Lythraceae
11331,TAB_00697,Cuphea utriculosa,Lythraceae,11331,Cuphea utriculosa,Lythraceae
11332,TAB_00704,Dolichos Lablab L.,Lythraceae,11332,Dolichos sp.,Fabaceae
11333,TAB_00765,Eruca sativa,Leguminosae,11333,Eruca vesicaria,Brassicaceae
11334,TAB_00805,,Cruciferae,11334,Lawsonia alba,Lythraceae
11335,TAB_01076,Morinda citrifolia,Lawsonia alba,11335,Morinda citrifolia,Rubiaceae
11336,TAB_01271,Moringa pterygosperma,Rubiaceae,11336,Moringa oleifera,Moringaceae
11337,TAB_01279,Myrianthus serratus,Moringaceae,11337,Myrianthus serratus,Urticaceae
11338,Typ1_00004,Papaver alboroseum,Moraceae,11338,Papaver alboroseum,Papaveraceae
11339,Typ1_00264,Papaver alpinum,Papaveraceae,11339,Papaver alpinum,Papaveraceae
11340,Typ1_00265,Papaver amurense,Papaveraceae,11340,Papaver amurense,Papaveraceae
11341,Typ1_00266,Papaver argemone,Papaveraceae,11341,Papaver argemone,Papaveraceae
11342,Typ1_00267,Papaver atlanticum,Papaveraceae,11342,Papaver sp.,Papaveraceae
11343,Typ1_00268,Papaver bracteatum,Papaveraceae,11343,Papaver sp.,Papaveraceae
11344,Typ1_00269,Papaver californicum,Papaveraceae,11344,Papaver californicum,Papaveraceae
11345,Typ1_00275,Punica granatum,Papaveraceae,11345,Punica granatum,Lythraceae
11346,TYP1_00470,Acacia modesta,Punicaceae,11346,Acacia modesta,Fabaceae
11347,TYP1_01103,Acacia leucophloea,Leguminosae,11347,Acacia leucophloea,Fabaceae
11348,TYP1_01131,Acacia senegal,Leguminosae,11348,Acacia senegal,Fabaceae
11349,TYP1_01139,Astrocaryum vulgare,Leguminosae,11349,Astrocaryum vulgare,Arecaceae
11350,TYP1_01160,Brachychiton acerifolius,Palmae,11350,Brachychiton acerifolius,Malvaceae
11351,TYP1_01173,Brachychiton discolor,Sterculiaceae,11351,Brachychiton discolor,Malvaceae
11352,TYP1_01174,Brachychiton diversifolius,Sterculiaceae,11352,Brachychiton sp. ,Malvaceae
11353,TYP1_01175,Cuphea lindmaniana,Sterculiaceae,11353,Cuphea lindmaniana,Lythraceae
11354,TYP1_01224,Hippophae rhamnoides,Lythraceae,11354,Hippophae rhamnoides,Elaeagnaceae
11355,TYP1_01988,Hippophae rhamnoides,Elaeagnaceae,11355,Hippophae rhamnoides,Elaeagnaceae
11356,TYP1_01989,Hippophae rhamnoides,Elaeagnaceae,11356,Hippophae rhamnoides,Elaeagnaceae
11357,TYP1_01990,Pyrularia edulis,Elaeagnaceae,11357,Pyrularia edulis,Santalaceae
11358,TYP2_00382,Abutilon amplum,Santalaceae,11358,Abutilon sp.,Malvaceae
11359,TYP5_00018,Actinidia chinensis,Malvaceae,11359,Actinidia chinensis,Actinidiaceae
11360,TYP5_00121,Adlumia fungosa,Dilleniaceae,11360,Adlumia fungosa,Papaveraceae
11361,TYP5_00208,Allium cepa,Fumariaceae,11361,Allium cepa,Amaryllidaceae
11362,TYP5_00312,Alternanthera,Liliaceae,11362,Alternanthera sp.,Amaranthaceae
11363,TYP5_00323,Argemone grandiflora,Amaranthaceae,11363,Argemone grandiflora,Papaveraceae
11364,TYP5_00534,Argemone mexicana,Papaveraceae,11364,Argemone mexicana,Papaveraceae
11365,TYP5_00536,Argemone platyceras,Papaveraceae,11365,Argemone platyceras,Papaveraceae
11366,TYP5_00543,Artocarpus integrifolius,Papaveraceae,11366,Not found,Moraceae
11367,TYP5_00565,Boerhavia diffus,Moraceae,11367,Boerhavia diffusa,Nyctaginaceae
11368,TYP5_00818,Brassica oleracea,Nyctaginaceae,11368,Brassica oleracea,Brassicaceae
11369,TYP5_00923,Cassia hirsuta,Cruciferae,11369,Senna hirsuta,Fabaceae
11370,Typ5_01337,Cassia tora,Leguminosae,11370,Senna obtusifolia,Fabaceae
11371,Typ5_01350,Celtis australis,Leguminosae,11371,Celtis australis,Cannabaceae
11372,Typ5_01402,Cenchrus biflorus,Ulmaceae,11372,Cenchrus biflorus,Poaceae
11373,Typ5_01415,Centratherum ritchiei,Gramineae,11373,Centratherum sp.,Asteraceae
11374,Typ5_01427,Pampelmuse (Vietnam),Compositae,11374,Not found,Rutaceae
11375,TYP5_01582,Citrus deliciosa,Rutaceae,11375,Citrus reticulata,Rutaceae
11376,TYP5_01583,Citrus iyo,Rutaceae,11376,Citrus sp.,Rutaceae
11377,TYP5_01585,Citrus junos,Rutaceae,11377,Citrus junos,Rutaceae
11378,TYP5_01586,Zitrone (Vietnam),Rutaceae,11378,Not found,Rutaceae
11379,TYP5_01597,Citrus natsudaidai,Rutaceae,11379,Citrus sp.,Rutaceae
11380,TYP5_01598,Citrus sudachi,Rutaceae,11380,Citrus sp.,Rutaceae
11381,TYP5_01605,Orange,Rutaceae,11381,Citrus sp.,Rutaceae
11382,TYP5_01612,Corydalis cava Schweigg. et Kort. Ljubljana,Rutaceae,11382,Corydalis cava,Papaveraceae
11383,TYP5_01813,Corydalis cava Belgrade,Papaveraceae,11383,Corydalis cava,Papaveraceae
11384,TYP5_01814,Corydalis cava Urbino,Papaveraceae,11384,Corydalis cava,Papaveraceae
11385,TYP5_01815,Corydalis cava Halle,Papaveraceae,11385,Corydalis cava,Papaveraceae
11386,TYP5_01816,Corydalis cava Halle-Aschersleben,Papaveraceae,11386,Corydalis cava,Papaveraceae
11387,TYP5_01817,Corydalis cava Berlin,Papaveraceae,11387,Corydalis cava,Papaveraceae
11388,TYP5_01818,Corydalis cava Halle-b. Eisleben,Papaveraceae,11388,Corydalis cava,Papaveraceae
11389,TYP5_01819,Crotalaria intermedia,Papaveraceae,11389,Crotalaria brevidens var. intermedia,Fabaceae
11390,TYP5_01911,Cuphea carthaginensis,Leguminosae,11390,Cuphea carthagenensis,Lythraceae
11391,TYP5_01957,Cuphea hookeriana,Lythraceae,11391,Cuphea hookeriana,Lythraceae
11392,TYP5_01960,Cuphea jgnea,Lythraceae,11392,Cuphea ignea,Lythraceae
11393,TYP5_01963,Cuphea llavea var. miniata,Lythraceae,11393,Cuphea llavea,Lythraceae
11394,TYP5_01969,Cuphea parsonsia,Lythraceae,11394,Cuphea parsonsia,Lythraceae
11395,TYP5_01981,Cupressus arizonica,Lythraceae,11395,Cupressus arizonica,Cupressaceae
11396,TYP5_01997,Cupressus cashmeriana,Cupressaceae,11396,Cupressus torulosa var. cashmeriana,Cupressaceae
11397,TYP5_01998,Cupressus funebris,Cupressaceae,11397,Cupressus funebris,Cupressaceae
11398,TYP5_01999,Cupressus lusitanica,Cupressaceae,11398,Cupressus lusitanica,Cupressaceae
11399,TYP5_02000,Cupressus macrocarpa,Cupressaceae,11399,Callitropsis macrocarpa,Cupressaceae
11400,TYP5_02001,Cupressus sempervirens,Cupressaceae,11400,Cupressus sempervirens,Cupressaceae
11401,TYP5_02002,Cupressus torulosa,Cupressaceae,11401,Cupressus torulosa,Cupressaceae
11402,TYP5_02003,Cyperus rotundues,Cupressaceae,11402,Cyperus rotundus,Cyperaceae
11403,TYP5_02039,Dicentra eximia,Cyperaceae,11403,Dicentra eximia,Papaveraceae
11404,TYP5_02115,Dicranostigma franchetianum,Fumariaceae,11404,Dicranostigma leptopodum,Papaveraceae
11405,TYP5_02117,Ecballium elaterium,Papaveraceae,11405,Ecballium elaterium,Cucurbitaceae
11406,TYP5_02209,Eschscholzia california,Curcurbitaceae,11406,Eschscholzia californica,Papaveraceae
11407,TYP5_02350,Fragaria x ananassa,Papaveraceae,11407,Fragaria x ananassa,Rosaceae
11408,TYP5_02500,Fumaria capreolata,Rosaceae,11408,Fumaria capreolata,Papaveraceae
11409,TYP5_02504,Fumaria officinalis,Fumariaceae,11409,Fumaria officinalis,Papaveraceae
11410,TYP5_02505,Fumaria vaillantii,Fumariaceae,11410,Fumaria vaillantii,Papaveraceae
11411,TYP5_02507,Garcinia indica,Fumariaceae,11411,Garcinia sp.,Clusiaceae
11412,TYP5_02524,Glaucium corniculatum,Guttiferae,11412,Glaucium corniculatum,Papaveraceae
11413,TYP5_02548,Glaucium fimbrilligerum,Papaveraceae,11413,Glaucium fimbrilligerum,Papaveraceae
11414,TYP5_02549,Glaucium flavum,Papaveraceae,11414,Glaucium flavum,Papaveraceae
11415,TYP5_02550,Gossyrium robinsonii (Australien),Papaveraceae,11415,Gossypium sturtii subsp. robinsonii,Malvaceae
11416,TYP5_02593,Gundelia tournefortii,Malvaceae,11416,Not found,Asteraceae
11417,TYP5_02617,Hibiscus leptocladus,Compositae,11417,Hibiscus sp.,Malvaceae
11418,TYP5_02721,Hibiscus mutabilis,Malvaceae,11418,Hibiscus mutabilis,Malvaceae
11419,TYP5_02724,Hibiscus strurtii (Australien),Malvaceae,11419,Hibiscus sp.,Malvaceae
11420,TYP5_02730,Hunnemannia fumariifolia,Malvaceae,11420,Hunnemannia fumariifolia,Papaveraceae
11421,TYP5_02780,Hydnocaprus alpina,Papaveraceae,11421,Hydnocarpus sp.,Achariaceae
11422,TYP5_02784,Hydnocarpus anthelmintica,Flacourtiaceae,11422,Hydnocarpus sp.,Achariaceae
11423,TYP5_02786,Hydnocarpus anthelmintica,Flacourtiaceae,11423,Hydnocarpus sp.,Achariaceae
11424,TYP5_02787,Hydnocarpus hainanensis,Flacourtiaceae,11424,Hydnocarpus hainanensis,Achariaceae
11425,TYP5_02791,Hylomecon vernalis,Flacourtiaceae,11425,Hylomecon japonica var. japonica,Papaveraceae
11426,TYP5_02813,,Papaveraceae,11426,Kydia calycina,Malvaceae
11427,TYP5_03002,,Kydia calycina,11427,Lagunaria patersonia,Malvaceae
11428,TYP5_03018,,Lagunaria patersonii,11428,Laurus nobilis,Lauraceae
11429,TYP5_03071,,Laurus nobilis,11429,Laurus nobilis,Lauraceae
11430,TYP5_03072,,Laurus nobilis,11430,Linum africanum,Linaceae
11431,TYP5_03246,,Linum africanum,11431,Linum sp.,Linaceae
11432,TYP5_03248,,Linum alpinum,11432,Linum sp.,Linaceae
11433,TYP5_03251,,Linum anglicum,11433,Linum bienne,Linaceae
11434,TYP5_03253,,Linum angustifolium,11434,Linum austriacum,Linaceae
11435,TYP5_03258,,Linum austriacum,11435,Linum bienne,Linaceae
11436,TYP5_03259,,Linum bienne,11436,Linum sp.,Asteraceae
11437,TYP5_03261,,Linum campanulatum,11437,Linum catharticum,Linaceae
11438,TYP5_03264,,Linum catharticum,11438,Linum crepitans,Linaceae
11439,TYP5_03265,,Linum crepitans,11439,Linum sp.,Linaceae
11440,TYP5_03266,,Linum flavum,11440,Linum grandiflorum,Linaceae
11441,TYP5_03269,,Linum grandiflorum,11441,Linum sp.,Linaceae
11442,TYP5_03270,,Linum hologynum,11442,Linum sp.,Asteraceae
11443,TYP5_03273,,Linum monogynum,11443,Linum narbonense,Linaceae
11444,TYP5_03278,,Linum narbonens(is) ?,11444,Lupinus hispanicus spp. Bicolor,Fabaceae
11445,TYP5_03379,,Lupinus hispanicus subsp. hispanicus u. bicolor,11445,Macleaya cordata,Papaveraceae
11446,TYP5_03404,,Macleaya cordata,11446,Not found,Papaveraceae
11447,TYP5_03533,,Meconopsis cambrica,11447,Mentha aquatica,Lamiaceae
11448,TYP5_03561,,Mentha aquatica,11448,Mentha arvensis,Lamiaceae
11449,TYP5_03563,,Mentha arvensis,11449,Mentha longifolia,Lamiaceae
11450,TYP5_03567,,Mentha longifolia,11450,Mentha pulegium,Lamiaceae
11451,TYP5_03570,,Mentha pulegium,11451,Mentha spicata,Lamiaceae
11452,TYP5_03574,,Mentha spicata,11452,Mesua ferrea,Calophyllaceae
11453,TYP5_03585,Caloncoba echinata,Mesua ferrea,11453,Caloncoba echinata,Achariaceae
11454,Typ5_03940,Punica granatum,Flacourtiaceae,11454,Punica granatum,Lythraceae
11455,TYP5_03957,Osteophloeum platispermum,Punicaceae,11455,Osteophloeum platyspermum,Myristicaceae
11456,Typ5_04464,Papaver somniferum,Myristicaceae,11456,Papaver somniferum,Papaveraceae
11457,Typ5_04518,Papaver dubium L.,Papaveraceae,11457,Papaver dubium,Papaveraceae
11458,Typ5_04519,Papaver rhoeas Pall,Papaveraceae,11458,Papaver rhoeas,Papaveraceae
11459,Typ5_04520,Papaver heldreichii Boiss.,Papaveraceae,11459,Papaver sp.,Papaveraceae
11460,Typ5_04521,Papaver lateritium C. Koch,Papaveraceae,11460,Papaver sp.,Papaveraceae
11461,Typ5_04522,Papaver macrostomum Boiss. Et Huet,Papaveraceae,11461,Papaver macrostomum,Papaveraceae
11462,Typ5_04523,Papaver nudicaule L.,Papaveraceae,11462,Papaver nudicaule,Papaveraceae
11463,Typ5_04524,Papaver hybridum L.,Papaveraceae,11463,Papaver hybridum,Papaveraceae
11464,Typ5_04525,Papaver argemone,Papaveraceae,11464,Papaver argemone,Papaveraceae
11465,Typ5_04526,Papaver rupifragum Boiss. Et Huet,Papaveraceae,11465,Papaver sp.,Papaveraceae
11466,Typ5_04527,Papaver atlanticum Ball.,Papaveraceae,11466,Papaver sp.,Papaveraceae
11467,Typ5_04528,Papaver bracteatum Lindl.,Papaveraceae,11467,Papaver sp.,Papaveraceae
11468,Typ5_04529,Papaver caucasicum Bieb.,Papaveraceae,11468,Papaver fugax,Papaveraceae
11469,Typ5_04530,Papaver pilosum Sibth. Et Sm.,Papaveraceae,11469,Papaver sp.,Papaveraceae
11470,Typ5_04531,Papaver alboroseum Hulten,Papaveraceae,11470,Papaver alboroseum,Papaveraceae
11471,Typ5_04532,Papaver spicatum Boiss. Et Bal.,Papaveraceae,11471,Papaver spicatum,Papaveraceae
11472,Typ5_04533,Papaver glaucum Boiss. Et Housskn.,Papaveraceae,11472,Papaver glaucum,Papaveraceae
11473,Typ5_04534,Papaver amurense N. Busch,Papaveraceae,11473,Papaver amurense,Papaveraceae
11474,Typ5_04535,Papaver californicum A. Gray,Papaveraceae,11474,Papaver californicum,Papaveraceae
11475,Typ5_04536,Papaver schinzianum Fedde,Papaveraceae,11475,Papaver sp.,Papaveraceae
11476,Typ5_04537,Papaver alpinum L.,Papaveraceae,11476,Papaver alpinum,Papaveraceae
11477,Typ5_04538,Papaver orientale L.,Papaveraceae,11477,Papaver orientale,Papaveraceae
11478,Typ5_04539,Papaver orientale Princess Elisabeth,Papaveraceae,11478,Papaver orientale,Papaveraceae
11479,Typ5_04540,Papaver orientale Splendidissimum,Papaveraceae,11479,Papaver orientale,Papaveraceae
11480,Typ5_04541,Papaver orientale Feneriese,Papaveraceae,11480,Papaver orientale,Papaveraceae
11481,Typ5_04542,Papaver orientale L.,Papaveraceae,11481,Papaver orientale,Papaveraceae
11482,Typ5_04543,Papaver orientale,Papaveraceae,11482,Papaver orientale,Papaveraceae
11483,Typ5_04544,Papaver orientale,Papaveraceae,11483,Papaver orientale,Papaveraceae
11484,Typ5_04545,Papaver orientale,Papaveraceae,11484,Papaver orientale,Papaveraceae
11485,Typ5_04546,Papaver orientale,Papaveraceae,11485,Papaver orientale,Papaveraceae
11486,Typ5_04547,Papaver orientale,Papaveraceae,11486,Papaver orientale,Papaveraceae
11487,Typ5_04548,Papaver orientale,Papaveraceae,11487,Papaver orientale,Papaveraceae
11488,Typ5_04549,Papaver orientale,Papaveraceae,11488,Papaver orientale,Papaveraceae
11489,Typ5_04550,Papaver orientale,Papaveraceae,11489,Papaver orientale,Papaveraceae
11490,Typ5_04551,Papaver somniferum,Papaveraceae,11490,Papaver somniferum,Papaveraceae
11491,TYP5_04581,Parinari excelsa,PAPAVERACEAE,11491,Parinari excelsa,Chrysobalanaceae
11492,TYP5_04596,Parinari excelsa,CHRYSOBALANACEAE,11492,Parinari excelsa,Chrysobalanaceae
11493,TYP5_04597,Parinari macrophylla,CHRYSOBALANACEAE,11493,Neocarya macrophylla,Chrysobalanaceae
11494,TYP5_04602,Parinari macrophylla,CHRYSOBALANACEAE,11494,Neocarya macrophylla,Chrysobalanaceae
11495,TYP5_04603,Pinus koraiensis,CHRYSOBALANACEAE,11495,Pinus koraiensis,Pinaceae
11496,TYP5_04860,Pinus koraiensis,PINACEAE,11496,Pinus koraiensis,Pinaceae
11497,TYP5_04863,Sanguinaria canadensis,PINACEAE,11497,Sanguinaria canadensis,Papaveraceae
11498,TYP5_05152,Shorea stenoptera,GRAMINEAE,11498,Shorea sp.,Dipterocarpaceae
11499,TYP5_05557,Taraktogenos merrilliana,DIPTEROCARPACEAE,11499,Hydnocarpus annamensis,Achariaceae
11500,TYP5_05777,Vateria indica,FLACOURTIACEAE,11500,Vateria indica,Dipterocarpaceae
11501,TYP5_06007,Viburnum tinus,DIPTEROCARPACEAE,11501,Viburnum tinus,Adoxaceae
11502,TYP5_06089,Viburnum tinus,CAPRIFOLIACEAE,11502,Viburnum tinus,Adoxaceae
11503,TYP5_06090,Voacanga africana,CAPRIFOLIACEAE,11503,Voacanga africana,Apocynaceae
11504,TYP5_06140,Avena sativa,APOCYNACEAE,11504,Avena sativa,Poaceae
11505,TYP5_06295,Psophocarpus tetragonolobus,GRAMINEAE,11505,Psophocarpus tetragonolobus,Fabaceae
11506,TYP5_06377,Psophocarpus tetragonolobus,LEGUMINOSAE-PAPILIONOIDEAE,11506,Psophocarpus tetragonolobus,Fabaceae
11507,TYP5_06378,Psoralea coryfolia,LEGUMINOSAE-PAPILIONOIDEAE,11507,Psoralea corylifolia,Fabaceae
11508,TYP5_06379,Renealmia alpinia,LEGUMINOSAE-PAPILIONOIDEAE,11508,Renealmia alpinia,Zingiberaceae
11509,TYP5_06474,Rhus coriaria,ZINGIBERACEAE,11509,Rhus sp.,Anacardiaceae
11510,TYP5_06518,Ricinodendron sp.,ANACARDIACEAE,11510,Ricinodendron sp.,Euphorbiaceae
11511,TYP5_06682,Trigonella foenum-graecum,EUPHORBIACEAE,11511,Trigonella foenum-graecum,Fabaceae
11512,TYP5_06938,Sesamum indicum,LEGUMINOSAE-PAPILIONOIDEAE,11512,Sesamum orientale,Pedaliaceae
11513,TYP5_07008,Sesamum indicum,PEDALIACEAE,11513,Sesamum orientale,Pedaliaceae
11514,TYP5_07009,Sesamum indicum,PEDALIACEAE,11514,Sesamum orientale,Pedaliaceae
11515,TYP5_07010,Sesamum indicum,PEDALIACEAE,11515,Sesamum orientale,Pedaliaceae
11516,TYP5_07011,Sesamum indicum,PEDALIACEAE,11516,Sesamum orientale,Pedaliaceae
11517,TYP5_07012,Sesamum indicum,PEDALIACEAE,11517,Sesamum orientale,Pedaliaceae
11518,TYP5_07013,Sesamum indicum,PEDALIACEAE,11518,Sesamum orientale,Pedaliaceae
11519,TYP5_07014,Sesamum indicum,PEDALIACEAE,11519,Sesamum orientale,Pedaliaceae
11520,TYP5_07015,Sesamum indicum,PEDALIACEAE,11520,Sesamum orientale,Pedaliaceae
11521,TYP5_07016,Sesamum indicum,PEDALIACEAE,11521,Sesamum orientale,Pedaliaceae
11522,TYP5_07017,Sesamum indicum,PEDALIACEAE,11522,Sesamum orientale,Pedaliaceae
11523,TYP5_07018,Sesamum indicum,PEDALIACEAE,11523,Sesamum orientale,Pedaliaceae
11524,TYP5_07019,Sesamum indicum,PEDALIACEAE,11524,Sesamum orientale,Pedaliaceae
11525,TYP5_07020,Sesamum indicum,PEDALIACEAE,11525,Sesamum orientale,Pedaliaceae
11526,TYP5_07021,Abutilon pseudocleitoganum,PEDALIACEAE,11526,Abutilon pseudocleistogamum,Malvaceae
11527,TYP5_07276,Abutilon auritum,MALVACEAE,11527,Abutilon auritum,Malvaceae
11528,TYP5_07277,Abutilon amplum,MALVACEAE,11528,Abutilon sp.,Malvaceae
11529,TYP5_07278,Abutilon graveolens,MALVACEAE,11529,Abutilon hirtum var. hirtum,Malvaceae
11530,TYP5_07279,Abutilon crispum,MALVACEAE,11530,Herissantia crispa,Malvaceae
11531,TYP5_07280,Abutilon ramosum,MALVACEAE,11531,Abutilon ramosum,Malvaceae
11532,TYP5_07281,Hibiscus sabdariffa,MALVACEAE,11532,Hibiscus sabdariffa,Malvaceae
11533,TYP5_07282,Hibiscus sabdariffa,MALVACEAE,11533,Hibiscus sabdariffa,Malvaceae
11534,TYP5_07283,Hibiscus ficulneus,MALVACEAE,11534,Abelmoschus ficulneus,Malvaceae
11535,TYP5_07284,Hibiscus cannabinus,MALVACEAE,11535,Hibiscus asper,Malvaceae
11536,TYP5_07285,Hibiscus cannabinus,MALVACEAE,11536,Hibiscus asper,Malvaceae
11537,TYP5_07286,Hibiscus esculentus,MALVACEAE,11537,Abelmoschus esculentus,Malvaceae
11538,TYP5_07287,Hibiscus caesius,MALVACEAE,11538,Hibiscus caesius,Malvaceae
11539,TYP5_07288,Hibiscus leptocladus,MALVACEAE,11539,Hibiscus sp.,Malvaceae
11540,TYP5_07289,Sida echinocarpa,MALVACEAE,11540,Sida sp.,Malvaceae
11541,TYP5_07290,Gossypium robinsonii,MALVACEAE,11541,Gossypium sturtii subsp. robinsonii,Malvaceae
11542,TYP5_07291,Prunus avium,MALVACEAE,11542,Cerasus avium,Rosaceae
11543,TYP5_07304,Prunus cerasus,ROSACEAE,11543,Cerasus vulgaris,Rosaceae
11544,TYP5_07306,Prunus cerasus,ROSACEAE,11544,Cerasus vulgaris,Rosaceae
11545,TYP5_07307,Prunus cerasus,ROSACEAE,11545,Cerasus vulgaris,Rosaceae
11546,TYP5_07308,Prunus cerasus,ROSACEAE,11546,Cerasus vulgaris,Rosaceae
11547,TYP5_07309,Hibiscus trionum,ROSACEAE,11547,Hibiscus trionum,Malvaceae
11548,TYP5_07318,Hibiscus diversifolius,MALVACEAE,11548,Hibiscus diversifolius,Malvaceae
11549,TYP5_07319,Hibiscus sturtianum,MALVACEAE,11549,Hibiscus sp.,Malvaceae
11550,TYP5_07320,Hibiscus bojeranus,MALVACEAE,11550,Hibiscus bojerianus,Malvaceae
11551,TYP5_07321,Hibiscus grandidieri,MALVACEAE,11551,Hibiscus grandidieri,Malvaceae
11552,TYP5_07322,Gossypium hirsutum,MALVACEAE,11552,Gossypium hirsutum,Malvaceae
11553,TYP5_07323,Sida cordifolia,MALVACEAE,11553,Sida cordifolia,Malvaceae
11554,TYP5_07324,Sida cordifolia,MALVACEAE,11554,Sida cordifolia,Malvaceae
11555,TYP5_07325,Sida acuta,MALVACEAE,11555,Sida acuta,Malvaceae
11556,TYP5_07326,Sida rhombifolia,MALVACEAE,11556,Sida rhombifolia,Malvaceae
11557,TYP5_07327,Sida rhombifolia,MALVACEAE,11557,Sida rhombifolia,Malvaceae
11558,TYP5_07328,Sida veronicifolia,MALVACEAE,11558,Sida veronicifolia,Malvaceae
11559,TYP5_07329,Sida ovata,MALVACEAE,11559,Sida ovata,Malvaceae
11560,TYP5_07330,Sida mysorensis,MALVACEAE,11560,Sida mysorensis,Malvaceae
11561,TYP5_07331,Malva parviflora,MALVACEAE,11561,Malva parviflora,Malvaceae
11562,TYP5_07332,Malva parviflora,MALVACEAE,11562,Malva parviflora,Malvaceae
11563,TYP5_07333,Malva montana,MALVACEAE,11563,Mabea montana,Euphorbiaceae
11564,TYP5_07334,Malva tournefortiana,MALVACEAE,11564,Malva sp.,Malvaceae
11565,TYP5_07335,Urena repanda,MALVACEAE,11565,Urena repanda,Malvaceae
11566,TYP5_07336,Thespesia lampas,MALVACEAE,11566,Thespesia lampas,Malvaceae
11567,TYP5_07337,Urena lobata,MALVACEAE,11567,Urena lobata,Malvaceae
11568,TYP5_07338,Sterculia foetida,MALVACEAE,11568,Sterculia foetida,Malvaceae
