Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid	user_id
LEGUMINOSAE-PAPILIONOIDEAE Coronilla varia	Coronilla varia		0.9	Accepted	Coronilla varia	L.	Fabaceae	tropicos	 		19510
LEGUMINOSAE-PAPILIONOIDEAE Coumarouna alata	Coumarouna alata		0.9	Synonym	Dipteryx alata	Vogel	Fabaceae	tropicos	 		19511
LEGUMINOSAE-PAPILIONOIDEAE Coursetia glandulosa	Coursetia glandulosa		0.9	Accepted	Coursetia glandulosa	A. Gray	Fabaceae	tropicos;usda	 		19512
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria incana	Crotalaria incana		0.9	Accepted	Crotalaria incana	L.	Fabaceae	tropicos;usda	 		19513
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria juncea	Crotalaria juncea		0.9	Accepted	Crotalaria juncea	L.	Fabaceae	tropicos;usda	 		19514
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria lanceolata	Crotalaria lanceolata		0.9	Accepted	Crotalaria lanceolata	E. Mey.	Fabaceae	tropicos;usda	 		19515
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria mucronata	Crotalaria mucronata		0.9	Synonym	Crotalaria pallida	Aiton	Fabaceae	tropicos	 		19516
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria pumila	Crotalaria pumila		0.9	Accepted	Crotalaria pumila	Ortega	Fabaceae	tropicos;usda	 		19517
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria sagittalis	Crotalaria sagittalis		0.9	Accepted	Crotalaria sagittalis	L.	Fabaceae	tropicos;usda	 		19518
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria spectabilis	Crotalaria spectabilis		0.9	Accepted	Crotalaria spectabilis	Roth	Fabaceae	tropicos;usda	 		19519
LEGUMINOSAE-PAPILIONOIDEAE Crotalaria sp.	Crotalaria		0.9	Accepted	Crotalaria	L.	Fabaceae	tropicos	 		19520
LEGUMINOSAE-PAPILIONOIDEAE Cyamopsis tetragonoloba	Cyamopsis tetragonoloba		0.9	Accepted	Cyamopsis tetragonoloba	(L.) Taub.	Fabaceae	tropicos	 		19521
LEGUMINOSAE-PAPILIONOIDEAE Cytisus multiflorus	Cytisus multiflorus		0.9	Accepted	Cytisus multiflorus	Sweet	Fabaceae	tropicos	 		19522
LEGUMINOSAE-PAPILIONOIDEAE Cytisus nigricana	Cytisus nigricans		0.89	Synonym	Lembotropis nigricans	(L.) Griseb.	Fabaceae	tropicos	 		19523
LEGUMINOSAE-PAPILIONOIDEAE Cytisus scoparius	Cytisus scoparius		0.9	Accepted	Cytisus scoparius	(L.) Link	Fabaceae	tropicos;usda	 		19524
LEGUMINOSAE-PAPILIONOIDEAE Dalea albiflora	Dalea albiflora		0.9	Accepted	Dalea albiflora	A. Gray	Fabaceae	tropicos;usda	 		19525
LEGUMINOSAE-PAPILIONOIDEAE Dalea alopecuroides	Dalea alopecuroides		0.9	Synonym	Dalea leporina	(Aiton) Bullock	Fabaceae	tropicos;usda	 		19526
LEGUMINOSAE-PAPILIONOIDEAE Dalea diffusa	Dalea diffusa		0.9	Synonym	Marina diffusa var. diffusa		Fabaceae	tropicos	 		19527
LEGUMINOSAE-PAPILIONOIDEAE Dalea grayi	Dalea grayi		0.9	Accepted	Dalea grayi	(Vail) L.O. Williams	Fabaceae	tropicos;usda	 		19528
LEGUMINOSAE-PAPILIONOIDEAE Dalea lachnostachys	Dalea lachnostachys		0.9	Accepted	Dalea lachnostachys	A. Gray	Fabaceae	tropicos;usda	 		19529
LEGUMINOSAE-PAPILIONOIDEAE Dalea lumholtzii	Dalea lumholtzii		0.9	Accepted	Dalea lumholtzii	B.L. Rob. & Fernald	Fabaceae	tropicos;usda	 		19530
LEGUMINOSAE-PAPILIONOIDEAE Dalea oaxacana	Dalea oaxacana		0.9	Synonym	Dalea virgata	Lag.	Fabaceae	tropicos;usda	 		19531
LEGUMINOSAE-MIMOSOIDEAE Desmanthus illinoensis	Desmanthus illinoensis		0.9	Accepted	Desmanthus illinoensis	(Michx.) MacMill. ex B.L. Rob. & Fernald	Fabaceae	tropicos;usda	 		19532
LEGUMINOSAE-MIMOSOIDEAE Desmanthus velutinus	Desmanthus velutinus		0.9	Accepted	Desmanthus velutinus	Scheele	Fabaceae	tropicos;usda	 		19533
LEGUMINOSAE-PAPILIONOIDEAE Desmodium cinerascena	Desmodium cinerascens		0.89	Accepted	Desmodium cinerascens	A. Gray	Fabaceae	tropicos;usda	 		19534
LEGUMINOSAE-PAPILIONOIDEAE Desmodium nicaraquense	Desmodium nicaraguense		0.89	Accepted	Desmodium nicaraguense	Oerst.	Fabaceae	tropicos;usda	 		19535
LEGUMINOSAE-PAPILIONOIDEAE Dolichos axillaris	Dolichos axillaris		0.9	Synonym	Macrotyloma axillare	(E. Mey.) Verdc.	Fabaceae	tropicos	 		19536
LEGUMINOSAE-PAPILIONOIDEAE Dolichos lablab	Dolichos lablab		0.9	Synonym	Lablab purpureus	(L.) Sweet	Fabaceae	tropicos	 		19537
LEGUMINOSAE-PAPILIONOIDEAE Dolichos sp.	Dolichos		0.9	Accepted	Dolichos	L.	Fabaceae	tropicos	 		19538
LEGUMINOSAE-MIMOSOIDEAE Enterolobium cyclocarpum	Enterolobium cyclocarpum		0.9	Accepted	Enterolobium cyclocarpum	(Jacq.) Griseb.	Fabaceae	tropicos;usda	 		19539
LEGUMINOSAE-PAPILIONOIDEAE Erythrina flabelliformia	Erythrina flabelliformis		0.89	Accepted	Erythrina flabelliformis	Kearney	Fabaceae	tropicos;usda	 		19540
LEGUMINOSAE-PAPILIONOIDEAE Erythrina poeppigiana	Erythrina poeppigiana		0.9	Accepted	Erythrina poeppigiana	(Walp.) O.F. Cook	Fabaceae	tropicos;usda	 		19541
LEGUMINOSAE-PAPILIONOIDEAE Erythrina sp.	Erythrina		0.9	Accepted	Erythrina	L.	Fabaceae	tropicos	 		19542
LEGUMINOSAE-PAPILIONOIDEAE Galactia wrightii	Galactia wrightii		0.9	Accepted	Galactia wrightii	A. Gray	Fabaceae	tropicos;usda	 		19543
LEGUMINOSAE-PAPILIONOIDEAE Genista sethnensis	Genista aethnensis		0.89	No opinion				tropicos	 		19544
LEGUMINOSAE-PAPILIONOIDEAE Genista monosperma	Genista monosperma		0.9	Synonym	Lygos monosperma	(L.) Heywood	Fabaceae	tropicos	 		19545
LEGUMINOSAE-PAPILIONOIDEAE Geoprumnon crassicarpum	Geoprumnon crassicarpum		0.9	Synonym	Astragalus crassicarpus	Nutt.	Fabaceae	tropicos	 		19546
LEGUMINOSAE-PAPILIONOIDEAE Gliricidia sp.	Gliricidia		0.9	Accepted	Gliricidia	Kunth	Fabaceae	tropicos	 		19547
LEGUMINOSAE-PAPILIONOIDEAE Glycine gracilis	Glycine gracilis		0.9	Accepted	Glycine gracilis	Skvortsov	Fabaceae	tropicos	 		19548
LEGUMINOSAE-PAPILIONOIDEAE Glycine sp.	Glycine		0.9	Accepted	Glycine	Willd.	Fabaceae	tropicos	 		19549
LEGUMINOSAE-PAPILIONOIDEAE Glycyrrhiza lepidota	Glycyrrhiza lepidota		0.9	Accepted	Glycyrrhiza lepidota	Pursh	Fabaceae	tropicos;usda	 		19550
LEGUMINOSAE-CAESALPINIOIDEAE Gymnocladus dioica	Gymnocladus dioica		0.9	Invalid	Gymnocladus dioicus	(L.) K. Koch	Fabaceae	tropicos	 		19551
LEGUMINOSAE-PAPILIONOIDEAE Hedysarum boreale	Hedysarum boreale		0.9	Accepted	Hedysarum boreale	Nutt.	Fabaceae	tropicos;usda	 		19552
LEGUMINOSAE-PAPILIONOIDEAE Indigofera echinata	Indigofera echinata		0.9	Synonym	Alysicarpus vaginalis	(L.) DC.	Fabaceae	tropicos	 		19553
LEGUMINOSAE-PAPILIONOIDEAE Indigofera endecaphylla	Indigofera endecaphylla		0.9	Accepted	Indigofera endecaphylla	Jacq. ex Poir.	Fabaceae	tropicos	 		19554
LEGUMINOSAE-PAPILIONOIDEAE Indigofera hirsuta	Indigofera hirsuta		0.9	Accepted	Indigofera hirsuta	L.	Fabaceae	tropicos;usda	 		19555
LEGUMINOSAE-PAPILIONOIDEAE Indigofera leptosepala	Indigofera leptosepala		0.9	Accepted	Indigofera leptosepala	Nutt.	Fabaceae	tropicos	 		19556
LEGUMINOSAE-PAPILIONOIDEAE Indigofera pilosa	Indigofera pilosa		0.9	Accepted	Indigofera pilosa	Vahl ex Poir.	Fabaceae	tropicos	 		19557
LEGUMINOSAE-PAPILIONOIDEAE Indigofera sphaerocarpa	Indigofera sphaerocarpa		0.9	Accepted	Indigofera sphaerocarpa	A. Gray	Fabaceae	tropicos;usda	 		19558
LEGUMINOSAE-PAPILIONOIDEAE Indigofera auffruticosa	Indigofera suffruticosa		0.89	Accepted	Indigofera suffruticosa	Mill.	Fabaceae	tropicos;usda	 		19559
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus hirsutus	Lathyrus hirsutus		0.9	Accepted	Lathyrus hirsutus	L.	Fabaceae	tropicos;usda	 		19560
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus ornatus	Lathyrus ornatus		0.9	Synonym	Lathyrus polymorphus subsp. polymorphus		Fabaceae	tropicos	 		19561
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus sylvestris	Lathyrus sylvestris		0.9	Accepted	Lathyrus sylvestris	L.	Fabaceae	tropicos;usda	 		19562
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus tingitanus	Lathyrus tingitanus		0.9	Accepted	Lathyrus tingitanus	L.	Fabaceae	tropicos;usda	 		19563
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus tuberosus	Lathyrus tuberosus		0.9	Accepted	Lathyrus tuberosus	L.	Fabaceae	tropicos;usda	 		19564
LEGUMINOSAE-PAPILIONOIDEAE Lathyrus sp.	Lathyrus		0.9	Accepted	Lathyrus	L.	Fabaceae	tropicos	 		19565
LEGUMINOSAE-PAPILIONOIDEAE Lens culinaris	Lens culinaris		0.9	Accepted	Lens culinaris	Medik.	Fabaceae	tropicos;usda	 		19566
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza bicolor	Lespedeza bicolor		0.9	Accepted	Lespedeza bicolor	Turcz.	Fabaceae	tropicos;usda	 		19567
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza capitata	Lespedeza capitata		0.9	Accepted	Lespedeza capitata	Michx.	Fabaceae	tropicos;usda	 		19568
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza cuneata	Lespedeza cuneata		0.9	Accepted	Lespedeza cuneata	(Dum. Cours.) G. Don	Fabaceae	tropicos;usda	 		19569
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza cyrtobotrya	Lespedeza cyrtobotrya		0.9	Accepted	Lespedeza cyrtobotrya	Miq.	Fabaceae	tropicos;usda	 		19570
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza hedysarioides	Lespedeza hedysaroides		0.89	Synonym	Lespedeza juncea	(L. f.) Pers.	Fabaceae	tropicos;usda	 		19571
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza japonica var. intermedia	Lespedeza japonica		0.67	No opinion				tropicos	 [Partial match] 		19572
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza latissma	Lespedeza latissima		0.89	No opinion				tropicos	 		19573
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza atipulacea	Lespedeza stipulacea		0.89	Accepted	Lespedeza stipulacea	Maxim.	Fabaceae	tropicos	 		19574
LEGUMINOSAE-PAPILIONOIDEAE Lespedeza striata	Lespedeza striata		0.9	Accepted	Lespedeza striata	(Thunb.) Hook. & Arn.	Fabaceae	tropicos	 		19575
LEGUMINOSAE-MIMOSOIDEAE Leucaena retusa	Leucaena retusa		0.9	Accepted	Leucaena retusa	Benth.	Fabaceae	tropicos;usda	 		19576
LEGUMINOSAE-PAPILIONOIDEAE Lotus americanus	Lotus americanus		0.9	Synonym	Lotus purshianus	(Benth.) Clem. & E.G. Clem.	Fabaceae	tropicos	 		19577
LEGUMINOSAE-PAPILIONOIDEAE Lotus arabicus	Lotus arabicus		0.9	Accepted	Lotus arabicus	L.	Fabaceae	tropicos;usda	 		19578
LEGUMINOSAE-PAPILIONOIDEAE Lotus corniculatus	Lotus corniculatus		0.9	Accepted	Lotus corniculatus	L.	Fabaceae	tropicos;usda	 		19579
LEGUMINOSAE-PAPILIONOIDEAE Lotus rigidus	Lotus rigidus		0.9	Accepted	Lotus rigidus	(Benth.) Greene	Fabaceae	tropicos;usda	 		19580
LEGUMINOSAE-PAPILIONOIDEAE Lotus scoperius	Lotus scoparius		0.89	Accepted	Lotus scoparius	(Torr. & A. Gray) Ottley	Fabaceae	tropicos	 		19581
LEGUMINOSAE-PAPILIONOIDEAE Lotus uliginosus	Lotus uliginosus		0.9	Synonym	Lotus pedunculatus	Cav.	Fabaceae	tropicos;usda	 		19582
LEGUMINOSAE-PAPILIONOIDEAE Lupinus hartwegii	Lupinus hartwegii		0.9	Accepted	Lupinus hartwegii	Lindl.	Fabaceae	tropicos	 		19583
LEGUMINOSAE-PAPILIONOIDEAE Lupinus latifolius	Lupinus latifolius		0.9	Accepted	Lupinus latifolius	Lindl. ex J. Agardh	Fabaceae	tropicos;usda	 		19584
LEGUMINOSAE-PAPILIONOIDEAE Lupinus luteus	Lupinus luteus		0.9	Accepted	Lupinus luteus	L.	Fabaceae	tropicos;usda	 		19585
LEGUMINOSAE-PAPILIONOIDEAE Lupinus micranthus	Lupinus micranthus		0.9	Accepted	Lupinus micranthus	Guss.	Fabaceae	tropicos	 		19586
LEGUMINOSAE-PAPILIONOIDEAE Lupinus plattensis	Lupinus plattensis		0.9	Accepted	Lupinus plattensis	S. Watson	Fabaceae	tropicos;usda	 		19587
LEGUMINOSAE-PAPILIONOIDEAE Lupinus polyphyllus var. carmineus	Lupinus polyphyllus		0.67	Accepted	Lupinus polyphyllus	Lindl.	Fabaceae	tropicos;usda	 [Partial match] 		19588
LEGUMINOSAE-PAPILIONOIDEAE Lupinus rivularis	Lupinus rivularis		0.9	Accepted	Lupinus rivularis	Douglas ex Lindl.	Fabaceae	tropicos;usda	 		19589
LEGUMINOSAE-PAPILIONOIDEAE Lupinus succulentus	Lupinus succulentus		0.9	Accepted	Lupinus succulentus	Douglas ex K. Koch	Fabaceae	tropicos;usda	 		19590
LEGUMINOSAE-PAPILIONOIDEAE Lupinus texensis	Lupinus texensis		0.9	Accepted	Lupinus texensis	Hook.	Fabaceae	tropicos;usda	 		19591
LEGUMINOSAE-MIMOSOIDEAE Lysiloma bahamensis	Lysiloma bahamense		0.88	Synonym	Lysiloma latisiliquum	(L.) Benth.	Fabaceae	tropicos;usda	 		19592
LEGUMINOSAE-MIMOSOIDEAE Lysiloma divaricata	Lysiloma divaricatum		0.88	Accepted	Lysiloma divaricatum	(Jacq.) J.F. Macbr.	Fabaceae	tropicos;usda	 		19593
LEGUMINOSAE-PAPILIONOIDEAE Machaerium rosescens	Machaerium rosescens		0.9	Synonym	Machaerium floribundum var. floribundum		Fabaceae	tropicos	 		19594
LEGUMINOSAE-PAPILIONOIDEAE Medicago arabica	Medicago arabica		0.9	Accepted	Medicago arabica	(L.) Huds.	Fabaceae	tropicos;usda	 		19595
LEGUMINOSAE-PAPILIONOIDEAE Medicago falcata	Medicago falcata		0.9	Accepted	Medicago falcata	L.	Fabaceae	tropicos	 		19596
LEGUMINOSAE-PAPILIONOIDEAE Medicago hispida	Medicago hispida		0.9	Synonym	Medicago polymorpha	L.	Fabaceae	tropicos;usda	 		19597
LEGUMINOSAE-PAPILIONOIDEAE Medicago lupulina	Medicago lupulina		0.9	Accepted	Medicago lupulina	L.	Fabaceae	tropicos;usda	 		19598
LEGUMINOSAE-PAPILIONOIDEAE Medicago orbicularis	Medicago orbicularis		0.9	Accepted	Medicago orbicularis	(L.) Bartal.	Fabaceae	tropicos;usda	 		19599
LEGUMINOSAE-PAPILIONOIDEAE Medicago scutellata	Medicago scutellata		0.9	Accepted	Medicago scutellata	(L.) Mill.	Fabaceae	tropicos;usda	 		19600
LEGUMINOSAE-PAPILIONOIDEAE Medicago tribuloides	Medicago tribuloides		0.9	Synonym	Medicago truncatula	Gaertn.	Fabaceae	tropicos	 		19601
LEGUMINOSAE-PAPILIONOIDEAE Medicago sp.	Medicago		0.9	Accepted	Medicago	L.	Fabaceae	tropicos	 		19602
LEGUMINOSAE-PAPILIONOIDEAE Melilotus var. annua	Melilotus		0.9	Accepted	Melilotus	(L.) Mill.	Fabaceae	tropicos	 		19603
LEGUMINOSAE-PAPILIONOIDEAE Melilotus indica	Melilotus indica		0.9	Illegitimate	Melilotus indicus	(L.) All.	Fabaceae	tropicos	 		19604
LEGUMINOSAE-PAPILIONOIDEAE Melilotus italica	Melilotus italicus		0.87	Synonym	Sertula italica	(Lam.) Kuntze	Fabaceae	tropicos	 		19605
LEGUMINOSAE-PAPILIONOIDEAE Melilotus officinalis	Melilotus officinalis		0.9	Accepted	Melilotus officinalis	(L.) Lam.	Fabaceae	tropicos;usda	 		19606
LEGUMINOSAE-PAPILIONOIDEAE Melilotus taurica	Melilotus tauricus		0.87	No opinion				tropicos	 		19607
LEGUMINOSAE-PAPILIONOIDEAE Melilotus sp.	Melilotus		0.9	Accepted	Melilotus	(L.) Mill.	Fabaceae	tropicos	 		19608
LEGUMINOSAE-PAPILIONOIDEAE Millettia ovalifolia	Millettia ovalifolia		0.9	Synonym	Millettia peguensis	Ali	Fabaceae	tropicos	 		19609
LEGUMINOSAE-MIMOSOIDEAE Mimosa palmeri	Mimosa palmeri		0.9	Accepted	Mimosa palmeri	Rose	Fabaceae	tropicos	 		19610
LEGUMINOSAE-PAPILIONOIDEAE Mucuna holtonii	Mucuna holtonii		0.9	Accepted	Mucuna holtonii	(Kuntze) Moldenke	Fabaceae	tropicos	 		19611
LEGUMINOSAE-PAPILIONOIDEAE Onobrychis viciaefolia	Onobrychis viciaefolia		0.9	Synonym	Onobrychis viciifolia	Scop.	Fabaceae	usda	 		19612
LEGUMINOSAE-PAPILIONOIDEAE Onobrychis vulgaris	Onobrychis vulgaris		0.9	No opinion				tropicos	 [Ambiguous match] 		19613
LEGUMINOSAE-PAPILIONOIDEAE Ormosia jameicensis	Ormosia jamaicensis		0.89	No opinion				tropicos	 		19614
LEGUMINOSAE-PAPILIONOIDEAE Ormosia panamensis	Ormosia panamensis		0.9	Accepted	Ormosia panamensis	Benth. ex Seem.	Fabaceae	tropicos	 		19615
LEGUMINOSAE-PAPILIONOIDEAE Oxytropis floribunda	Oxytropis floribunda		0.9	Accepted	Oxytropis floribunda	(Pall.) DC.	Fabaceae	tropicos	 		19616
LEGUMINOSAE-PAPILIONOIDEAE Oxytropis uralensis	Oxytropis uralensis		0.9	Synonym	Aragallus uralensis	(L.) Greene	Fabaceae	tropicos	 		19617
LEGUMINOSAE-CAESALPINIOIDEAE Parkinsonia sculeata	Parkinsonia aculeata		0.89	Accepted	Parkinsonia aculeata	L.	Fabaceae	tropicos;usda	 		19618
LEGUMINOSAE-PAPILIONOIDEAE Petalostemon candidum	Petalostemon candidus		0.89	Accepted	Petalostemon candidus	(Willd.) Michx.	Fabaceae	tropicos	 		19619
LEGUMINOSAE-PAPILIONOIDEAE Petalostemon compactum	Petalostemon compactus		0.89	Synonym	Dalea compacta	Spreng.	Fabaceae	tropicos	 		19620
LEGUMINOSAE-PAPILIONOIDEAE Petalostemon purpureum	Petalostemon purpureus		0.89	Accepted	Petalostemon purpureus	(Vent.) Rydb.	Fabaceae	tropicos	 		19621
LEGUMINOSAE-PAPILIONOIDEAE Petalostemon villosum	Petalostemon villosus		0.89	Synonym	Dalea villosa	(Nutt.) Spreng.	Fabaceae	tropicos	 		19622
LEGUMINOSAE-PAPILIONOIDEAE Phaseolus acutifolius var. latifolius	Phaseolus acutifolius var. latifolius		0.9	Accepted	Phaseolus acutifolius var. latifolius	G.F. Freeman	Fabaceae	tropicos	 		19623
LEGUMINOSAE-PAPILIONOIDEAE Phaseolus angularis	Phaseolus angularis		0.9	Synonym	Vigna angularis	(Willd.) Ohwi & H. Ohashi	Fabaceae	tropicos	 		19624
LEGUMINOSAE-PAPILIONOIDEAE Phaseolus coccineus	Phaseolus coccineus		0.9	Accepted	Phaseolus coccineus	L.	Fabaceae	tropicos;usda	 		19625
LEGUMINOSAE-PAPILIONOIDEAE Phaseolus lunatus	Phaseolus lunatus		0.9	Accepted	Phaseolus lunatus	L.	Fabaceae	tropicos;usda	 		19626
LEGUMINOSAE-PAPILIONOIDEAE Pisum sativum var. arvense	Pisum sativum var. arvense		0.9	Accepted	Pisum sativum var. arvense	(L.) Poir.	Fabaceae	tropicos	 		19627
LEGUMINOSAE-MIMOSOIDEAE Pithecellobium brevifolium	Pithecellobium brevifolium		0.9	Synonym	Havardia pallens	(Benth.) Britton & Rose	Fabaceae	tropicos	 		19628
LEGUMINOSAE-MIMOSOIDEAE Prosopis juliflora	Prosopis juliflora		0.9	Accepted	Prosopis juliflora	(Sw.) DC.	Fabaceae	tropicos;usda	 		19629
LEGUMINOSAE-MIMOSOIDEAE Prosopis juliflora var. velutina	Prosopis juliflora var. velutina		0.9	Synonym	Prosopis velutina	Wooton	Fabaceae	tropicos	 		19630
LEGUMINOSAE-PAPILIONOIDEAE Pueraria thunbergiana	Pueraria thunbergiana		0.9	Synonym	Pueraria lobata	(Willd.) Ohwi	Fabaceae	tropicos	 		19631
LEGUMINOSAE-PAPILIONOIDEAE Robinia neo-mexicana	Robinia neomexicana		0.89	Accepted	Robinia neomexicana	A. Gray	Fabaceae	tropicos;usda	 		19632
LEGUMINOSAE-PAPILIONOIDEAE Robinia pseudo-acacia	Robinia pseudoacacia		0.89	Accepted	Robinia pseudoacacia	L.	Fabaceae	tropicos;usda	 		19633
LEGUMINOSAE-PAPILIONOIDEAE Robinia sp.	Robinia		0.9	Accepted	Robinia	L.	Fabaceae	tropicos	 		19634
LEGUMINOSAE-MIMOSOIDEAE Schrankia uncinata	Schrankia uncinata		0.9	Accepted	Schrankia uncinata	Willd.	Fabaceae	tropicos	 		19635
LEGUMINOSAE-PAPILIONOIDEAE Scorpiurus sulcata	Scorpiurus sulcata		0.9	No opinion				tropicos	 [Ambiguous match] 		19636
LEGUMINOSAE-PAPILIONOIDEAE Sesbania drummondii	Sesbania drummondii		0.9	Accepted	Sesbania drummondii	(Rydb.) Cory	Fabaceae	tropicos;usda	 		19637
LEGUMINOSAE-PAPILIONOIDEAE Sesbania macrocarpa	Sesbania macrocarpa		0.9	Synonym	Sesbania herbacea	(Mill.) McVaugh	Fabaceae	tropicos;usda	 		19638
LEGUMINOSAE-PAPILIONOIDEAE Sesbania sonorae	Sesbania sonorae		0.9	No opinion				tropicos	 		19639
LEGUMINOSAE-PAPILIONOIDEAE Sesbania vesicaria	Sesbania vesicaria		0.9	Accepted	Sesbania vesicaria	(Jacq.) Elliott	Fabaceae	tropicos;usda	 		19640
LEGUMINOSAE-PAPILIONOIDEAE Sesbania sp.	Sesbania		0.9	Accepted	Sesbania	Scop.	Fabaceae	tropicos	 		19641
LEGUMINOSAE-PAPILIONOIDEAE Sphinctospermum constrictum	Sphinctospermum constrictum		0.9	Accepted	Sphinctospermum constrictum	(S. Watson) Rose	Fabaceae	tropicos;usda	 		19642
LEGUMINOSAE-PAPILIONOIDEAE Stizolobium deeringianum	Stizolobium deeringianum		0.9	Accepted	Stizolobium deeringianum	Bort	Fabaceae	tropicos	 		19643
LEGUMINOSAE-PAPILIONOIDEAE Stizolobium sp.	Stizolobium		0.9	Accepted	Stizolobium	P. Browne	Fabaceae	tropicos	 		19644
LEGUMINOSAE-PAPILIONOIDEAE Strophostyles helveola	Strophostyles helvola		0.89	Accepted	Strophostyles helvola	(L.) Elliott	Fabaceae	tropicos;usda	 		19645
LEGUMINOSAE-PAPILIONOIDEAE Stylosanthes gracilis	Stylosanthes gracilis		0.9	Synonym	Stylosanthes guianensis	(Aubl.) Sw.	Fabaceae	tropicos	 		19646
LEGUMINOSAE-PAPILIONOIDEAE Tephrosia tenella	Tephrosia tenella		0.9	Accepted	Tephrosia tenella	A. Gray	Fabaceae	tropicos	 		19647
LEGUMINOSAE-PAPILIONOIDEAE Tephrosia sp.	Tephrosia		0.9	Accepted	Tephrosia	Pers.	Fabaceae	tropicos	 		19648
LEGUMINOSAE-PAPILIONOIDEAE Thermopsis rhombifolia	Thermopsis rhombifolia		0.9	Accepted	Thermopsis rhombifolia	(Nutt. ex Pursh) Richardson	Fabaceae	tropicos	 		19649
LEGUMINOSAE-PAPILIONOIDEAE Trifolium fragiferum	Trifolium fragiferum		0.9	Accepted	Trifolium fragiferum	L.	Fabaceae	tropicos;usda	 		19650
LEGUMINOSAE-PAPILIONOIDEAE Trifolium glomerstum	Trifolium glomeratum		0.89	Accepted	Trifolium glomeratum	L.	Fabaceae	tropicos;usda	 		19651
LEGUMINOSAE-PAPILIONOIDEAE Trifolium hirtum	Trifolium hirtum		0.9	Accepted	Trifolium hirtum	All.	Fabaceae	tropicos;usda	 		19652
LEGUMINOSAE-PAPILIONOIDEAE Trifolium hybridum	Trifolium hybridum		0.9	Accepted	Trifolium hybridum	L.	Fabaceae	tropicos;usda	 		19653
LEGUMINOSAE-PAPILIONOIDEAE Trifolium incarnatum	Trifolium incarnatum		0.9	Accepted	Trifolium incarnatum	L.	Fabaceae	tropicos;usda	 		19654
LEGUMINOSAE-PAPILIONOIDEAE Trifolium lupinaster	Trifolium lupinaster		0.9	Accepted	Trifolium lupinaster	L.	Fabaceae	tropicos;usda	 		19655
LEGUMINOSAE-PAPILIONOIDEAE Trifolium medium	Trifolium medium		0.9	Accepted	Trifolium medium	L.	Fabaceae	tropicos;usda	 		19656
LEGUMINOSAE-PAPILIONOIDEAE Trifolium nigrescena	Trifolium nigrescens		0.89	Accepted	Trifolium nigrescens	Viv.	Fabaceae	tropicos;usda	 		19657
LEGUMINOSAE-PAPILIONOIDEAE Trifolium procumbens	Trifolium procumbens		0.9	Rejected name				tropicos	 		19658
LEGUMINOSAE-PAPILIONOIDEAE Trifolium repens	Trifolium repens		0.9	Accepted	Trifolium repens	L.	Fabaceae	tropicos;usda	 		19659
LEGUMINOSAE-PAPILIONOIDEAE Trifolium resupinatum	Trifolium resupinatum		0.9	Accepted	Trifolium resupinatum	L.	Fabaceae	tropicos;usda	 		19660
LEGUMINOSAE-PAPILIONOIDEAE Trifolium squarrosum	Trifolium squarrosum		0.9	Accepted	Trifolium squarrosum	M. Bieb.	Fabaceae	tropicos	 		19661
LEGUMINOSAE-PAPILIONOIDEAE Trifolium striatum	Trifolium striatum		0.9	Accepted	Trifolium striatum	L.	Fabaceae	tropicos;usda	 		19662
LEGUMINOSAE-PAPILIONOIDEAE Trigonella balansae	Trigonella balansae		0.9	No opinion				tropicos	 		19663
LEGUMINOSAE-PAPILIONOIDEAE Trigonella coerules	Trigonella caerulea		0.87	Accepted	Trigonella caerulea	(L.) Ser.	Fabaceae	tropicos;usda	 		19664
LEGUMINOSAE-PAPILIONOIDEAE Trigonella kotschyi	Trigonella kotschyi		0.9	Illegitimate				tropicos	 		19665
LEGUMINOSAE-PAPILIONOIDEAE Ulex europeeus	Ulex europaeus		0.89	Accepted	Ulex europaeus	L.	Fabaceae	tropicos;usda	 		19666
LEGUMINOSAE-PAPILIONOIDEAE Vicia angustifolia	Vicia angustifolia		0.9	Synonym	Vicia sativa subsp. cordata	(Wulfen ex Hoppe) Asch. & Graebn.	Fabaceae	tropicos	 		19667
LEGUMINOSAE-PAPILIONOIDEAE Vicia stropurpurea	Vicia atropurpurea		0.89	Synonym	Vicia benghalensis	L.	Fabaceae	tropicos;usda	 		19668
